CodigoNave,Viaje,CodigoPaisCarga,CodigoPuertoCarga,CodigoPaisDesCarga,CodigoPuertoDesCarga,fechaSalida,fechaLlegada
EVUNI,141092,CN,SNGI,PE,CLLO,2023-01-20,2023-02-15
EVUNI,97,KR,BSAN,PE,CLLO,2022-11-25,2022-12-17
EVUNI,97,PE,CLLO,KR,BSAN,2022-12-18,2023-01-13
EVUR,97,CN,NNGO,CN,SNGI,2022-12-04,2022-12-09
EVUR,97,CN,SNGI,PE,CLLO,2022-12-09,2023-01-06
EVUR,97,MX,MANO1,PE,CLLO,2022-12-30,2023-01-07
EVUR,97,PE,CLLO,MX,MANO1,2023-01-08,2023-01-14
EVUR,144098,CR,PCAA1,PE,CLLO,2023-03-09,2023-03-21
EVUR,144098,PE,CLLO,CR,PCAA1,2023-03-22,2023-04-19
EVUR,144098,CN,SNGI,PE,CLLO,2023-02-13,2023-03-11
EVUR,96,MX,MANO1,PE,CLLO,2023-05-31,2023-06-09
EVUR,100,MX,MANO1,PE,CLLO,2023-08-23,2023-09-01
EVUR,100,GT,GALY,PE,CLLO,2023-09-05,2023-09-21
EVUR,100,PE,CLLO,GT,GALY,2023-09-22,2023-10-08
FIONA,1404,ES,BELA,ES,VENA2,2023-03-31,2023-04-01
FIONA,1404,ES,VENA2,PE,CLLO,2023-04-01,2023-04-21
FIONA,1418,ES,VENA2,PE,CLLO,2023-11-15,2023-12-02
FIONA,1504,ES,VENA2,PE,CLLO,2024-04-03,2024-04-27
FIONA,1413,ES,VENA2,PE,CLLO,2023-06-30,2023-07-24
FIONA,1413,PE,CLLO,ES,VENA2,2023-07-25,2023-08-16
FIONA,1408,ES,BELA,PE,CLLO,2023-04-10,2023-05-04
FIONA,1408,PE,CLLO,ES,BELA,2023-05-05,2023-05-29
FIONA,1408,ES,BELA,ES,VENA2,2023-06-16,2023-06-16
FIONA,1408,ES,VENA2,PE,CLLO,2023-06-17,2023-07-08
FIONA,1408,IT,VLIE,ES,BELA,2023-06-11,2023-06-14
FIONA,1413,ES,BELA,ES,VENA2,2023-08-27,2023-08-28
FIONA,1413,ES,VENA2,PE,CLLO,2023-09-05,2023-09-23
FIONA,1413,IT,VLIE,ES,BELA,2023-08-25,2023-08-26
FIONA,1418,ES,BELA,ES,VENA2,2023-11-14,2023-11-15
FIONA,1418,ES,VENA2,PE,CLLO,2023-11-15,2023-12-07
FIONA,1418,IT,VLIE,ES,BELA,2023-11-09,2023-11-13
FOLE,5,TW,KLUG,PE,CLLO,2024-01-10,2024-02-13
FOLE,1,KR,BSAN,PE,CLLO,2023-03-24,2023-05-09
FOLE,1,PE,CLLO,KR,BSAN,2023-05-10,2023-06-25
FOLE,415,KR,BSAN,PE,CLLO,2023-03-22,2023-05-09
FRANC,4,CL,SNTO,PE,CLLO,2024-03-28,2024-04-03
FRANC,8,PA,BLBA,PE,CLLO,2024-04-18,2024-04-25
FRANC,214,CL,VARO,PE,CLLO,2024-02-15,2024-02-19
GABSCH,1,CL,VARO,PE,CLLO,2023-05-03,2023-05-07
GABSCH,1,PE,CLLO,CL,VARO,2023-05-08,2023-05-12
GABSCH,3,NL,RERM,PE,CLLO,2023-06-03,2023-06-26
GABSCH,3,PE,CLLO,NL,RERM,2023-06-27,2023-07-21
GABSCH,3,CO,BVEA,PE,CLLO,2023-06-24,2023-06-28
GABSCH,3,PE,CLLO,CO,BVEA,2023-06-29,2023-07-03
GABSCH,6,CL,VARO,PE,CLLO,2023-11-18,2023-11-22
GABSCH,6,PA,BLBA,PE,CLLO,2023-12-19,2023-12-25
GABSCH,7,PA,BLBA,PE,CLLO,2024-01-30,2024-02-05
GABSCH,8,PA,BLBA,PE,CLLO,2024-03-12,2024-03-18
GABSCH,4,PA,BLBA,PE,CLLO,2023-09-05,2023-09-11
GABSCH,4,US,MMIL,PA,BLBA,2023-08-29,2023-09-04
GABSCH,1,PA,BLBA,PE,CLLO,2023-05-02,2023-05-08
GABSCH,2,CL,VARO,PE,CLLO,2023-06-15,2023-06-18
GABSCH,2,PE,CLLO,CL,VARO,2023-06-19,2023-06-23
GABSCH,2,PA,BLBA,PE,CLLO,2023-06-15,2023-06-19
GABSCH,2,PA,MANO,PA,BLBA,2023-06-13,2023-06-19
GABSCH,3,KR,BSAN,US,NWAK,2023-07-04,2023-07-12
GABSCH,3,PE,CLLO,PA,BLBA,2023-06-28,2023-07-03
GABSCH,3,US,NWAK,PE,CLLO,2023-06-22,2023-06-27
GABSCH,3,PA,BLBA,PE,CLLO,2023-07-25,2023-07-31
GABSCH,3,PE,CLLO,CL,VARO,2023-08-02,2023-08-06
GABSCH,3,US,MMIL,PA,BLBA,2023-07-17,2023-07-24
GABSCH,3,PA,BLBA,PE,CLLO,2023-06-22,2023-06-27
GABSCH,4,NL,RERM,PE,CLLO,2023-07-12,2023-08-08
GABSCH,4,PE,CLLO,NL,RERM,2023-08-09,2023-09-05
GABSCH,4,PA,BLBA,PE,CLLO,2023-08-03,2023-08-08
GABSCH,4,PE,CLLO,PA,BLBA,2023-08-09,2023-08-14
GABSCH,4,CL,VARO,PE,CLLO,2023-09-07,2023-09-10
GABSCH,4,PE,CLLO,CL,VARO,2023-09-11,2023-09-15
GABSCH,5,PA,BLBA,PE,CLLO,2023-10-17,2023-10-23
GABSCH,5,PA,BLBA,PE,CLLO,2023-09-14,2023-09-19
GABSCH,5,PE,CLLO,PA,BLBA,2023-09-20,2023-09-25
GABSCH,8,PA,BLBA,PE,CLLO,2024-02-08,2024-02-13
GABSCH,8,PE,CLLO,PA,BLBA,2024-02-14,2024-02-19
GABSCH,9,PA,MANO,PE,CLLO,2024-03-18,2024-03-25
GABSCH,9,PE,CLLO,PA,MANO,2024-03-26,2024-04-01
GABSCH,5,CO,BVEA,PE,CLLO,2023-10-18,2023-10-23
GABSCH,5,US,MMIL,CO,BVEA,2023-10-09,2023-10-17
GABSCH,3,CL,VARO,PE,CLLO,2023-07-29,2023-07-30
GABSCH,3,PE,CLLO,CL,VARO,2023-07-31,2023-08-04
GEBR,1506,CN,SNZN,TW,KHIG,2024-05-14,2024-05-15
GEBR,1506,HK,HGKG,CN,SNZN,2024-05-13,2024-05-14
GEBR,1506,TW,KHIG,PE,CLLO,2024-05-16,2024-06-16
GLESS,3128,CL,VARO,PE,CLLO,2022-08-10,2022-08-13
GLESS,3128,PA,MANO,PE,CLLO,2022-07-30,2022-08-04
GLESS,3136,AR,BSAS,BE,AWEP,2022-08-28,2022-09-09
GLESS,3136,BE,AWEP,MX,MANO1,2022-09-09,2022-09-23
GLESS,3136,CO,CAGA,PA,MANO,2022-09-23,2022-09-24
GLESS,3136,PA,MANO,PE,CLLO,2022-09-24,2022-09-29
GLESS,4116,AR,BSAS,PE,CLLO,2023-05-06,2023-05-20
GLESS,4148,CL,VARO,PE,CLLO,2023-12-27,2023-12-30
GLESS,4148,BE,AWEP,PE,CLLO,2023-12-01,2023-12-21
GLESS,504,CL,VARO,PE,CLLO,2024-02-21,2024-02-24
GLESS,504,BE,AWEP,PE,CLLO,2024-01-27,2024-02-15
GLESS,5104,DE,HBUG,PE,CLLO,2024-01-22,2024-02-15
GLESS,4132,CL,VARO,PE,CLLO,2023-09-06,2023-09-09
GLESS,3136,CL,VARO,PE,CLLO,2022-10-05,2022-10-08
GLESS,3144,CL,VARO,PE,CLLO,2022-11-30,2022-12-03
GLESS,3144,NL,RERM,PA,MANO,2022-10-29,2022-11-19
GLESS,3144,PA,MANO,PE,CLLO,2022-11-20,2022-11-24
GLESS,3152,CL,VARO,PE,CLLO,2023-01-25,2023-01-28
GLESS,408,NL,RERM,PE,CLLO,2023-02-22,2023-03-16
GLESS,4108,CL,VARO,PE,CLLO,2023-03-22,2023-03-25
GLESS,4116,CL,VARO,PE,CLLO,2023-05-17,2023-05-20
GLESS,4116,BE,AWEP,CO,CAGA,2023-04-21,2023-05-02
GLESS,4116,CO,CAGA,PE,CLLO,2023-05-04,2023-05-12
GLESS,4124,CL,VARO,PE,CLLO,2023-07-12,2023-07-16
GLESS,4124,NL,RERM,PE,CLLO,2023-06-10,2023-07-06
GLESS,4132,DE,HBUG,PE,CLLO,2023-08-16,2023-09-09
GLESS,4132,PE,CLLO,DE,HBUG,2023-09-10,2023-10-04
GLESS,4140,CL,VARO,PE,CLLO,2023-11-01,2023-11-04
GLESS,416,ES,BELA,ES,VENA2,2023-06-19,2023-06-20
GLESS,416,PA,MANO,PE,CLLO,2023-04-22,2023-05-20
GLESS,416,PE,CLLO,ES,BELA,2023-05-21,2023-06-18
GLESS,416,NL,RERM,PE,CLLO,2023-04-19,2023-05-11
GLESS,432,NL,RERM,PE,CLLO,2023-08-09,2023-08-31
GLESS,432,PA,CLON1,PE,CLLO,2023-09-04,2023-09-09
GLESS,432,PE,CLLO,PA,CLON1,2023-09-10,2023-09-15
GLESS,440,EC,GAQL,PE,CLLO,2023-11-02,2023-11-04
GLESS,440,ES,BELA,EC,GAQL,2023-10-02,2023-11-02
GLESS,440,PE,CLLO,ES,BELA,2023-11-05,2023-12-08
GLESS,440,CL,VARO,PE,CLLO,2023-10-22,2023-10-26
GLESS,440,PE,CLLO,CL,VARO,2023-10-27,2023-10-31
GLESS,440,CL,VARO,PE,CLLO,2023-10-21,2023-10-26
GLESS,440,PE,CLLO,CL,VARO,2023-10-27,2023-10-30
GLESS,448,CL,VARO,PE,CLLO,2023-12-17,2023-12-21
GLESS,448,PE,CLLO,CL,VARO,2023-12-22,2023-12-26
GLESS,448,ES,BELA,PE,CLLO,2023-11-30,2023-12-30
GLESS,448,PE,CLLO,ES,BELA,2023-12-31,2024-02-02
GLESS,504,CL,VARO,PE,CLLO,2024-02-11,2024-02-15
GLESS,504,PE,CLLO,CL,VARO,2024-02-16,2024-02-20
GLESS,512,CL,VARO,PE,CLLO,2024-04-07,2024-04-11
GLESS,512,PE,CLLO,CL,VARO,2024-04-12,2024-04-16
GLESS,520,CL,VARO,PE,CLLO,2024-06-02,2024-06-06
GLESS,520,PE,CLLO,CL,VARO,2024-06-07,2024-06-11
GLESS,520,ES,BELA,PE,CLLO,2024-05-14,2024-06-15
GLESS,520,PE,CLLO,ES,BELA,2024-06-16,2024-07-20
GLESS,528,CL,VARO,PE,CLLO,2024-07-28,2024-08-01
GLESS,528,PE,CLLO,CL,VARO,2024-08-02,2024-08-06
GLESS,922,ES,BELA,PE,CLLO,2023-02-27,2023-03-26
GLESS,922,PE,CLLO,ES,BELA,2023-03-27,2023-04-24
GLESS,336,CL,VARO,PE,CLLO,2022-09-24,2022-09-29
GLESS,336,PE,CLLO,CL,VARO,2022-09-30,2022-10-06
GLESS,352,CL,VARO,PE,CLLO,2023-01-14,2023-01-19
GLESS,352,PE,CLLO,CL,VARO,2023-01-20,2023-01-26
GLESS,520,ES,BELA,PE,CLLO,2024-05-22,2024-06-15
GLESS,520,PE,CLLO,ES,BELA,2024-06-16,2024-07-11
GLESS,858,PA,MANO,PE,CLLO,2022-08-10,2022-08-13
GLESS,858,PE,CLLO,ES,BELA,2022-08-15,2022-09-11
GLESS,874,PA,MANO,PE,CLLO,2022-10-03,2022-10-08
GLESS,874,PE,CLLO,NL,RERM,2022-10-09,2022-10-28
GLESS,890,PA,MANO,PE,CLLO,2022-11-28,2022-12-03
GLESS,890,PE,CLLO,ES,BELA,2022-12-04,2023-01-01
GLESS,858,PE,CLLO,NL,RERM,2022-08-15,2022-09-03
HAASI,3,IN,MNDA,PE,CLLO,2024-01-31,2024-04-07
HAASI,3251,EC,GAQL,PE,CLLO,2023-01-11,2023-01-14
HAASI,3251,PE,CLLO,EC,GAQL,2023-01-15,2023-01-19
HAASI,327,ES,BLBO,PE,CLLO,2022-06-30,2022-08-01
HAASI,4215,FR,LAVE,PE,CLLO,2023-04-29,2023-05-08
HAASI,4215,PE,CLLO,FR,LAVE,2023-05-09,2023-06-19
HAASI,4231,EC,GAQL,PE,CLLO,2023-08-23,2023-08-28
HAASI,3235,EC,GAQL,PE,CLLO,2022-09-22,2022-09-26
HAASI,3243,EC,GAQL,PE,CLLO,2022-11-18,2022-11-21
HAASI,3251,EC,GAQL,PE,CLLO,2023-01-12,2023-01-15
HAASI,3251,ES,BELA,EC,GAQL,2022-12-19,2023-01-12
HAASI,4207,EC,GAQL,PE,CLLO,2023-03-09,2023-03-13
HAASI,4223,CA,TONO,PE,CLLO,2023-06-12,2023-07-03
HAASI,4223,PE,CLLO,CA,TONO,2023-07-04,2023-07-28
HAASI,423,ES,BELA,PE,CLLO,2023-05-26,2023-07-03
HAASI,423,PE,CLLO,ES,BELA,2023-07-04,2023-07-29
HAASI,4239,EC,GAQL,PE,CLLO,2023-10-19,2023-10-22
HAASI,431,EC,GAQL,PE,CLLO,2023-08-25,2023-08-27
HAASI,431,PE,CLLO,EC,GAQL,2023-08-28,2023-08-31
HAASI,516,ES,BELA,PE,CLLO,2022-12-13,2023-01-16
HAASI,516,PE,CLLO,ES,BELA,2023-01-17,2023-02-18
HACH,63,CN,SNGI,PE,CLLO,2022-06-30,2022-07-26
HACH,66,CN,SNGI,PE,CLLO,2023-01-27,2023-02-20
HACH,63,CN,NNGO,PE,CLLO,2022-06-28,2022-07-26
HACH,63,CN,QGDO,CN,NNGO,2022-06-26,2022-06-28
HACH,63,HK,HGKG,CN,QGDO,2022-06-24,2022-06-26
HACH,64,CN,NNGO,PE,CLLO,2022-09-07,2022-10-04
HACH,65,CN,NNGO,PE,CLLO,2022-11-16,2022-12-13
HACH,65,CN,QGDO,PE,CLLO,2022-11-13,2022-12-13
HACH,65,CN,SNGI,PE,CLLO,2022-11-16,2022-12-13
HACH,65,HK,HGKG,CN,SNGI,2022-11-11,2022-11-16
HACH,65,MX,MANO1,PE,CLLO,2022-12-05,2022-12-13
HACH,66,MX,MANO1,PE,CLLO,2023-02-13,2023-02-20
HACH,68,MX,MANO1,PE,CLLO,2023-04-23,2023-05-01
HACH,64,CN,QGDO,PE,CLLO,2022-06-24,2022-07-26
HACH,64,PE,CLLO,CL,VARO,2022-07-27,2022-08-03
HACH,64,PE,CLLO,HK,HGKG,2022-07-26,2022-08-09
HACH,64,PE,CLLO,KR,BSAN,2022-07-26,2022-09-09
HACH,65,CL,VARO,KR,BSAN,2022-10-13,2022-11-22
HACH,65,CN,QGDO,PE,CLLO,2022-09-19,2022-10-04
HACH,65,PE,CLLO,CL,VARO,2022-10-05,2022-10-12
HACH,66,CN,QGDO,PE,CLLO,2022-11-19,2022-12-13
HACH,66,PE,CLLO,CL,VARO,2022-12-14,2022-12-21
HACH,67,KR,BSAN,PE,CLLO,2023-01-20,2023-02-21
HACH,67,PE,CLLO,KR,BSAN,2023-02-22,2023-03-19
HACH,66,KR,BSAN,PE,CLLO,2022-12-09,2022-12-13
HACH,66,PE,CLLO,KR,BSAN,2022-12-14,2023-01-27
HACO,130,CO,BVEA,PE,CLLO,2023-03-23,2023-04-03
HACO,130,PE,CLLO,CO,BVEA,2023-04-04,2023-04-09
HACO,174,CO,BVEA,PE,CLLO,2023-09-29,2023-10-02
HACO,174,PE,CLLO,CO,BVEA,2023-10-06,2023-10-09
HACO,98,CO,BVEA,PE,CLLO,2023-01-11,2023-01-15
HACO,98,PE,CLLO,CO,BVEA,2023-01-16,2023-01-20
HACO,182,CO,BVEA,PE,CLLO,2023-10-25,2023-10-30
HACO,182,PE,CLLO,CO,BVEA,2023-10-31,2023-11-04
HACO,114,CO,BVEA,PE,CLLO,2023-03-05,2023-03-06
HACO,114,PE,CLLO,CO,BVEA,2023-03-07,2023-03-12
HACO,58,CL,SNTO,PE,CLLO,2022-08-18,2022-08-22
HACO,58,PE,CLLO,CO,BVEA,2022-08-23,2022-09-28
HACO,66,CL,SNTO,PE,CLLO,2022-09-20,2022-09-23
HACO,66,PE,CLLO,CO,BVEA,2022-09-23,2022-09-28
HALIA,34,BR,SNTS,PE,CLLO,2022-09-12,2022-09-26
HALIA,45,BR,SNTS,PE,CLLO,2024-02-29,2024-03-17
HALIA,36,BR,SNTS,PE,CLLO,2022-12-15,2023-01-01
HALIA,43,BR,SNTS,PE,CLLO,2023-11-23,2023-12-10
HALIA,45,AR,BSAS,PE,CLLO,2024-02-04,2024-03-17
HALIA,45,PE,CLLO,AR,BSAS,2024-03-18,2024-04-29
HALIA,37,BR,SNTS,PE,CLLO,2023-02-01,2023-02-18
HALIA,38,BR,SNTS,PE,CLLO,2023-03-23,2023-04-07
HALIA,39,BR,SNTS,PE,CLLO,2023-05-12,2023-05-30
HALIA,40,BR,SNTS,PE,CLLO,2023-06-29,2023-07-16
HALIA,41,BR,SNTS,PE,CLLO,2023-08-17,2023-09-04
HALIA,42,BR,SNTS,PE,CLLO,2023-10-05,2023-10-22
HAME,124,AR,BSAS,PE,CLLO,2023-04-05,2023-04-10
HAME,60,CL,SNTO,PE,CLLO,2022-08-27,2022-08-30
HAME,60,PE,CLLO,CO,BVEA,2022-08-31,2022-09-05
HAME,68,CL,SNTO,PE,CLLO,2022-09-22,2022-09-25
HAME,68,PE,CLLO,CO,BVEA,2022-09-25,2022-09-30
HANBA,72,CN,NNGO,PE,CLLO,2022-07-19,2022-08-16
HANBA,73,HK,HGKG,PE,CLLO,2022-09-23,2022-10-25
HANBA,72,CN,QGDO,PE,CLLO,2022-07-18,2022-08-16
HANBA,72,CN,QGDO,PE,CLLO,2022-07-21,2022-08-16
HANBA,72,PE,CLLO,CL,VARO,2022-08-17,2022-08-23
HANBA,73,CL,VARO,KR,BSAN,2022-11-03,2022-12-09
HANBA,73,CN,QGDO,PE,CLLO,2022-10-05,2022-10-25
HANBA,73,PE,CLLO,CL,VARO,2022-10-26,2022-11-02
HANEUR,4205,ES,BELA,PE,CLLO,2023-01-29,2023-03-10
HANEUR,4213,FR,LAVE,PE,CLLO,2023-04-20,2023-04-24
HANEUR,4213,PE,CLLO,FR,LAVE,2023-04-24,2023-06-04
HANEUR,4229,CA,MTRL,FR,LAVE,2023-09-18,2023-09-28
HANEUR,4229,CL,VARO,EC,GAQL,2023-08-07,2023-08-09
HANEUR,4229,DE,HBUG,CA,MTRL,2023-09-09,2023-09-18
HANEUR,4229,EC,GAQL,PE,CLLO,2023-08-09,2023-08-15
HANEUR,4229,PE,CLLO,DE,HBUG,2023-08-14,2023-09-08
HANEUR,4245,EC,GAQL,PE,CLLO,2023-11-30,2023-12-03
HANEUR,5217,EC,GAQL,PE,CLLO,2024-05-15,2024-05-20
HANEUR,3241,EC,GAQL,PE,CLLO,2022-11-03,2022-11-07
HANEUR,3249,EC,GAQL,PE,CLLO,2022-12-29,2023-01-02
HANEUR,4205,EC,GAQL,PE,CLLO,2023-02-24,2023-02-27
HANEUR,4205,ES,BELA,EC,GAQL,2023-01-29,2023-02-23
HANEUR,4213,EC,GAQL,PE,CLLO,2023-04-20,2023-04-24
HANEUR,4237,EC,GAQL,PE,CLLO,2023-10-05,2023-10-09
HANEUR,4237,PA,CLON1,PE,CLLO,2023-10-03,2023-10-09
HANEUR,4237,PE,CLLO,PA,CLON1,2023-10-10,2023-10-15
HAVI,73,CN,SNGI,PE,CLLO,2022-11-04,2022-11-28
HAVI,76,CN,NNGO,CN,SNGI,2023-05-30,2023-06-01
HAVI,76,CN,SNGI,MX,MANO1,2023-06-02,2023-06-19
HAVI,76,MX,MANO1,PE,CLLO,2023-06-19,2023-06-27
HAVI,78,CN,SNGI,PE,CLLO,2023-10-20,2023-11-14
HAVI,72,CN,NNGO,PE,CLLO,2022-08-24,2022-09-20
HAVI,72,HK,HGKG,CN,NNGO,2022-08-19,2022-08-24
HAVI,79,HK,HGKG,PE,CLLO,2023-12-22,2024-01-23
HAVI,79,IN,NASA,TW,KLUG,2023-11-19,2023-12-18
HAVI,79,TW,KLUG,HK,HGKG,2023-12-19,2023-12-22
HAVI,81,HK,HGKG,PE,CLLO,2024-05-09,2024-06-11
HAVI,72,HK,HGKG,PE,CLLO,2022-08-19,2022-09-20
HAVI,74,HK,HGKG,PE,CLLO,2023-01-06,2023-02-07
HAVI,80,HK,HGKG,PE,CLLO,2024-01-06,2024-02-06
HAVI,73,CN,SNGI,MX,MANO1,2022-11-04,2022-11-20
HAVI,73,MX,MANO1,PE,CLLO,2022-11-20,2022-11-28
HAVI,74,CL,VARO,PE,CLLO,2023-01-30,2023-02-07
HAVI,74,PE,CLLO,CL,VARO,2023-02-08,2023-02-14
HAVI,123,CN,SNGI,PE,CLLO,2022-11-02,2022-11-28
HAVI,73,CN,SNZN,PE,CLLO,2022-10-28,2022-11-29
HAVI,74,MX,MANO1,PE,CLLO,2023-01-30,2023-02-06
HAVI,75,CN,NNGO,MX,MANO1,2023-03-22,2023-04-08
HAVI,75,CN,QGDO,CN,NNGO,2023-03-18,2023-03-21
HAVI,75,MX,MANO1,PE,CLLO,2023-04-10,2023-04-18
HAVI,75,KR,BSAN,PE,CLLO,2023-03-14,2023-04-18
HAVI,75,PE,CLLO,KR,BSAN,2023-04-19,2023-06-04
HAVI,76,KR,BSAN,PE,CLLO,2023-05-14,2023-06-28
HAVI,76,PE,CLLO,KR,BSAN,2023-06-28,2023-08-11
HAVI,76,KR,BSAN,PE,CLLO,2023-04-24,2023-06-28
HAVI,76,PE,CLLO,KR,BSAN,2023-06-29,2023-07-22
HAVI,77,CN,NNGO,MX,MANO1,2023-08-09,2023-08-27
HAVI,77,HK,HGKG,CN,NNGO,2023-08-04,2023-08-08
HAVI,77,IN,NASA,HK,HGKG,2023-07-12,2023-08-03
HAVI,77,MX,MANO1,PE,CLLO,2023-08-28,2023-09-05
HAVI,71,KR,BSAN,PE,CLLO,2022-05-02,2022-06-04
HAVI,71,PE,CLLO,CL,VARO,2022-07-12,2022-07-20
HAVI,72,CL,VARO,KR,BSAN,2022-09-29,2022-11-04
HAVI,72,CN,SNGI,CN,QGDO,2022-08-25,2022-09-05
HAVI,72,CN,QGDO,PE,CLLO,2022-09-05,2022-09-20
HAVI,72,PE,CLLO,CL,VARO,2022-09-21,2022-09-28
HAVI,73,CN,SNGI,CN,QGDO,2022-11-04,2022-11-23
HAVI,73,CN,QGDO,PE,CLLO,2022-11-23,2022-11-29
HAVI,73,PE,CLLO,CL,VARO,2022-11-30,2022-12-07
HEUSS,1313,ES,VENA2,PE,CLLO,2022-08-26,2022-09-13
HEUSS,1323,ES,BELA,ES,VENA2,2023-01-19,2023-01-19
HEUSS,1323,ES,VENA2,PE,CLLO,2023-01-19,2023-02-07
HEUSS,1323,IT,VLIE,ES,BELA,2023-01-17,2023-01-19
HEUSS,1404,ES,BELA,PE,CLLO,2023-01-25,2023-03-01
HEUSS,1404,PE,CLLO,ES,BELA,2023-03-04,2023-03-28
HEUSS,1318,ES,BELA,ES,VENA2,2022-11-05,2022-11-06
HEUSS,1318,ES,VENA2,PE,CLLO,2022-11-06,2022-11-26
HEUSS,1318,IT,VLIE,ES,BELA,2022-10-26,2022-10-27
HEUSS,1323,ES,BELA,PE,CLLO,2022-11-21,2022-12-12
HEUSS,1323,PE,CLLO,ES,BELA,2022-12-13,2023-01-18
HMUN,1,CN,JNGN1,TW,KHIG,2023-06-23,2023-06-24
HMUN,1,TW,KHIG,PE,CLLO,2023-06-25,2023-08-04
HMUN,10,TW,KHIG,PE,CLLO,2023-09-01,2023-10-13
HNAUS,1406,CR,SJOE,PE,CLLO,2023-09-10,2023-09-22
HNAUS,1406,PE,CLLO,CR,SJOE,2023-09-23,2023-10-05
HSBAFF,3,TW,KHIG,PE,CLLO,2023-05-22,2023-07-01
HSBAFF,5,TW,KHIG,PE,CLLO,2023-11-01,2023-12-08
HSBAFF,1,CN,NNGO,CN,SNGI,2022-12-30,2023-01-06
HSBAFF,1,CN,SNGI,PE,CLLO,2023-01-09,2023-02-04
HSBAFF,1,GT,PQUL,PE,CLLO,2023-02-02,2023-02-14
HSBAFF,1,PE,CLLO,GT,PQUL,2023-02-16,2023-02-27
HSBAFF,2,CN,SNGI,PE,CLLO,2023-03-20,2023-04-14
HSBAFF,2,HK,HGKG,CN,SNGI,2023-03-16,2023-03-18
HSBAFF,2,CL,SNTO,PE,CLLO,2023-04-21,2023-04-25
HSBAFF,3,MX,MANO1,PE,CLLO,2023-06-14,2023-06-23
HSBAFF,3,KR,BSAN,PE,CLLO,2023-05-29,2023-07-13
HSBAFF,3,PE,CLLO,KR,BSAN,2023-07-14,2023-08-27
HSBAFF,6,KR,BSAN,PE,CLLO,2024-01-20,2024-02-27
HSBAFF,6,PE,CLLO,KR,BSAN,2024-02-28,2024-04-06
HTAIPE,76,CN,SNGI,PE,CLLO,2023-04-08,2023-05-01
HTAIPE,77,CN,SNGI,PE,CLLO,2023-06-16,2023-07-11
HTAIPE,67,CN,NNGO,PE,CLLO,2023-04-04,2023-05-02
HTAIPE,80,HK,HGKG,PE,CLLO,2024-01-06,2024-02-07
HTAIPE,67,KR,BSAN,PE,CLLO,2023-04-01,2023-05-02
HTAIPE,67,PE,CLLO,KR,BSAN,2023-05-03,2023-06-18
HTAIPE,67,KR,BSAN,PE,CLLO,2023-03-27,2023-05-02
HTAIPE,67,PE,CLLO,KR,BSAN,2023-05-03,2023-06-07
HTAIPE,68,CN,SNGI,PE,CLLO,2023-06-15,2023-07-11
HTAIPE,68,KR,BSAN,PE,CLLO,2023-05-28,2023-07-11
HTAIPE,68,PE,CLLO,KR,BSAN,2023-07-12,2023-08-25
HTAIPE,69,CN,NNGO,PE,CLLO,2023-08-23,2023-09-20
HYUVA,203,CN,NNGO,PE,CLLO,2022-09-14,2022-10-11
HYUVA,202,CN,QGDO,PE,CLLO,2022-07-04,2022-08-02
HYUVA,203,HK,HGKG,PE,CLLO,2022-09-09,2022-10-11
HYUVA,204,CN,NNGO,CN,SNGI,2022-11-22,2022-11-24
HYUVA,204,CN,SNGI,KR,BSAN,2022-11-24,2022-11-26
HYUVA,204,HK,HGKG,CN,NNGO,2022-11-18,2022-11-22
HYUVA,204,KR,BSAN,PE,CLLO,2022-11-26,2022-12-20
HYUVA,204,MX,MANO1,PE,CLLO,2022-12-12,2022-12-19
HYUVA,202,PE,CLLO,CL,VARO,2022-08-03,2022-08-09
HYUVA,202,CN,QGDO,PE,CLLO,2022-07-02,2022-08-02
HYUVA,202,PE,CLLO,HK,HGKG,2022-08-03,2022-09-08
HYUVA,203,CL,VARO,KR,BSAN,2022-10-19,2022-11-25
HYUVA,203,CN,QGDO,PE,CLLO,2022-09-26,2022-10-11
HYUVA,203,PE,CLLO,CL,VARO,2022-10-12,2022-10-18
HYUVA,204,CL,VARO,KR,BSAN,2022-12-29,2023-02-04
HYUVA,204,CN,QGDO,PE,CLLO,2022-11-21,2022-12-20
HYUVA,204,PE,CLLO,CL,VARO,2022-12-21,2022-12-28
HYUVA,203,CN,SNGI,PE,CLLO,2022-09-15,2022-10-11
ITAUNI,96,TW,KHIG,PE,CLLO,2023-10-02,2023-11-10
ITAUNI,95,MX,MANO1,PE,CLLO,2023-08-09,2023-08-18
ITAUNI,95,TW,KHIG,MX,MANO1,2023-07-17,2023-08-08
ITLB,55,CN,NNGO,PE,CLLO,2022-10-01,2022-10-28
ITLB,55,CN,SNGI,PE,CLLO,2022-10-02,2022-10-28
ITLB,54,GT,PQUL,MX,MANO1,2022-09-15,2022-09-23
ITLB,54,MX,MANO1,PE,CLLO,2022-08-15,2022-08-30
ITLB,54,PE,CLLO,GT,PQUL,2022-08-31,2022-09-15
ITLI,46,CN,QGDO,PE,CLLO,2022-07-25,2022-08-26
ITLI,47,CN,SNGI,PE,CLLO,2022-10-17,2022-11-11
ITLI,47,TW,KHIG,CN,SNGI,2022-10-10,2022-10-17
ITLI,47,CL,VARO,PE,CLLO,2022-11-09,2022-11-10
ITLI,47,PE,CLLO,CL,VARO,2022-11-12,2022-11-17
JING,4,TW,KHIG,PE,CLLO,2024-02-03,2024-03-26
