CodigoNave,Viaje,Rumbo,CodigoPaisCarga,CodigoPuertoCarga,CodigoPaisDesCarga,CodigoPuertoDesCarga,fechaSalida,fechaLlegada,ClaveCarga,ClaveDesCarga,CodigoPuertoCargaAntiguo,CodigoPuertoDesCargaAntiguo
HACO,130,N,CO,BVEA,PE,CLLO,2023-03-23,2023-04-03,BUN|CO,CLL|PE,BUN,CLL
HACO,130,N,PE,CLLO,CO,BVEA,2023-04-04,2023-04-09,CLL|PE,BUN|CO,CLL,BUN
HACO,174,N,CO,BVEA,PE,CLLO,2023-09-29,2023-10-02,BUN|CO,CLL|PE,BUN,CLL
HACO,174,N,PE,CLLO,CO,BVEA,2023-10-06,2023-10-09,CLL|PE,BUN|CO,CLL,BUN
HACO,98,N,CO,BVEA,PE,CLLO,2023-01-11,2023-01-15,BUN|CO,CLL|PE,BUN,CLL
HACO,98,N,PE,CLLO,CO,BVEA,2023-01-16,2023-01-20,CLL|PE,BUN|CO,CLL,BUN
HACO,182,N,CO,BVEA,PE,CLLO,2023-10-25,2023-10-30,BUN|CO,CLL|PE,BUN,CLL
HACO,182,N,PE,CLLO,CO,BVEA,2023-10-31,2023-11-04,CLL|PE,BUN|CO,CLL,BUN
HACO,114,N,CO,BVEA,PE,CLLO,2023-03-05,2023-03-06,BUN|CO,CLL|PE,BUN,CLL
HACO,114,N,PE,CLLO,CO,BVEA,2023-03-07,2023-03-12,CLL|PE,BUN|CO,CLL,BUN
HACO,58,N,CL,SNTO,PE,CLLO,2022-08-18,2022-08-22,SAI|CL,CLL|PE,SAI,CLL
HACO,58,N,PE,CLLO,CO,BVEA,2022-08-23,2022-09-28,CLL|PE,BUN|CO,CLL,BUN
HACO,66,N,CL,SNTO,PE,CLLO,2022-09-20,2022-09-23,SAI|CL,CLL|PE,SAI,CLL
HACO,66,N,PE,CLLO,CO,BVEA,2022-09-23,2022-09-28,CLL|PE,BUN|CO,CLL,BUN
HALIA,34,S,BR,SNTS,PE,CLLO,2022-09-12,2022-09-26,SSZ|BR,CLL|PE,SSZ,CLL
HALIA,45,N,BR,SNTS,PE,CLLO,2024-02-29,2024-03-17,SSZ|BR,CLL|PE,SSZ,CLL
HALIA,36,SNB,BR,SNTS,PE,CLLO,2022-12-15,2023-01-01,SSZ|BR,CLL|PE,SSZ,CLL
HALIA,43,W,BR,SNTS,PE,CLLO,2023-11-23,2023-12-10,SSZ|BR,CLL|PE,SSZ,CLL
HALIA,45,N,AR,BSAS,PE,CLLO,2024-02-04,2024-03-17,BUE|AR,CLL|PE,BUE,CLL
HALIA,45,N,PE,CLLO,AR,BSAS,2024-03-18,2024-04-29,CLL|PE,BUE|AR,CLL,BUE
HALIA,37,SNB,BR,SNTS,PE,CLLO,2023-02-01,2023-02-18,SSZ|BR,CLL|PE,SSZ,CLL
HALIA,38,SNB,BR,SNTS,PE,CLLO,2023-03-23,2023-04-07,SSZ|BR,CLL|PE,SSZ,CLL
HALIA,39,SNB,BR,SNTS,PE,CLLO,2023-05-12,2023-05-30,SSZ|BR,CLL|PE,SSZ,CLL
HALIA,40,SNB,BR,SNTS,PE,CLLO,2023-06-29,2023-07-16,SSZ|BR,CLL|PE,SSZ,CLL
HALIA,41,S,BR,SNTS,PE,CLLO,2023-08-17,2023-09-04,SSZ|BR,CLL|PE,SSZ,CLL
HALIA,42,N,BR,SNTS,PE,CLLO,2023-10-05,2023-10-22,SSZ|BR,CLL|PE,SSZ,CLL
HAME,124,N,AR,BSAS,PE,CLLO,2023-04-05,2023-04-10,BUE|AR,CLL|PE,BUE,CLL
HAME,60,N,CL,SNTO,PE,CLLO,2022-08-27,2022-08-30,SAI|CL,CLL|PE,SAI,CLL
HAME,60,N,PE,CLLO,CO,BVEA,2022-08-31,2022-09-05,CLL|PE,BUN|CO,CLL,BUN
HAME,68,N,CL,SNTO,PE,CLLO,2022-09-22,2022-09-25,SAI|CL,CLL|PE,SAI,CLL
HAME,68,N,PE,CLLO,CO,BVEA,2022-09-25,2022-09-30,CLL|PE,BUN|CO,CLL,BUN
HANBA,72,E,CN,NNGO,PE,CLLO,2022-07-19,2022-08-16,NGB|CN,CLL|PE,NGB,CLL
HANBA,73,E,HK,HGKG,PE,CLLO,2022-09-23,2022-10-25,HKG|HK,CLL|PE,HKG,CLL
HANBA,72,E,CN,QGDO,PE,CLLO,2022-07-18,2022-08-16,TAO|CN,CLL|PE,TAO,CLL
HANBA,72,W,CN,QGDO,PE,CLLO,2022-07-21,2022-08-16,TAO|CN,CLL|PE,TAO,CLL
HANBA,72,W,PE,CLLO,CL,VARO,2022-08-17,2022-08-23,CLL|PE,VAP|CL,CLL,VAP
HANBA,73,W,CL,VARO,KR,BSAN,2022-11-03,2022-12-09,VAP|CL,PUS|KR,VAP,PUS
HANBA,73,W,CN,QGDO,PE,CLLO,2022-10-05,2022-10-25,TAO|CN,CLL|PE,TAO,CLL
HANBA,73,W,PE,CLLO,CL,VARO,2022-10-26,2022-11-02,CLL|PE,VAP|CL,CLL,VAP
HANEUR,4205,s*,ES,BELA,PE,CLLO,2023-01-29,2023-03-10,BCN|ES,CLL|PE,BCN,CLL
HANEUR,4213,N,FR,LAVE,PE,CLLO,2023-04-20,2023-04-24,LEH|FR,CLL|PE,LEH,CLL
HANEUR,4213,N,PE,CLLO,FR,LAVE,2023-04-24,2023-06-04,CLL|PE,LEH|FR,CLL,LEH
HANEUR,4229,N,CA,MTRL,FR,LAVE,2023-09-18,2023-09-28,MTR|CA,LEH|FR,MTR,LEH
HANEUR,4229,N,CL,VARO,EC,GAQL,2023-08-07,2023-08-09,VAP|CL,GYE|EC,VAP,GYE
HANEUR,4229,N,DE,HBUG,CA,MTRL,2023-09-09,2023-09-18,HAM|DE,MTR|CA,HAM,MTR
HANEUR,4229,N,EC,GAQL,PE,CLLO,2023-08-09,2023-08-15,GYE|EC,CLL|PE,GYE,CLL
HANEUR,4229,N,PE,CLLO,DE,HBUG,2023-08-14,2023-09-08,CLL|PE,HAM|DE,CLL,HAM
HANEUR,4245,S,EC,GAQL,PE,CLLO,2023-11-30,2023-12-03,GYE|EC,CLL|PE,GYE,CLL
HANEUR,5217,S,EC,GAQL,PE,CLLO,2024-05-15,2024-05-20,GYE|EC,CLL|PE,GYE,CLL
HANEUR,3241,S,EC,GAQL,PE,CLLO,2022-11-03,2022-11-07,GYE|EC,CLL|PE,GYE,CLL
HANEUR,3249,S,EC,GAQL,PE,CLLO,2022-12-29,2023-01-02,GYE|EC,CLL|PE,GYE,CLL
HANEUR,4205,S,EC,GAQL,PE,CLLO,2023-02-24,2023-02-27,GYE|EC,CLL|PE,GYE,CLL
HANEUR,4205,S,ES,BELA,EC,GAQL,2023-01-29,2023-02-23,BCN|ES,GYE|EC,BCN,GYE
HANEUR,4213,S,EC,GAQL,PE,CLLO,2023-04-20,2023-04-24,GYE|EC,CLL|PE,GYE,CLL
HANEUR,4237,S,EC,GAQL,PE,CLLO,2023-10-05,2023-10-09,GYE|EC,CLL|PE,GYE,CLL
HANEUR,4237,N,PA,CLON1,PE,CLLO,2023-10-03,2023-10-09,ONX|PA,CLL|PE,ONX,CLL
HANEUR,4237,N,PE,CLLO,PA,CLON1,2023-10-10,2023-10-15,CLL|PE,ONX|PA,CLL,ONX
HAVI,73,E,CN,SNGI,PE,CLLO,2022-11-04,2022-11-28,SHA|CN,CLL|PE,SHA,CLL
HAVI,76,E,CN,NNGO,CN,SNGI,2023-05-30,2023-06-01,NGB|CN,SHA|CN,NGB,SHA
HAVI,76,E,CN,SNGI,MX,MANO1,2023-06-02,2023-06-19,SHA|CN,ZLO|MX,SHA,ZLO
HAVI,76,E,MX,MANO1,PE,CLLO,2023-06-19,2023-06-27,ZLO|MX,CLL|PE,ZLO,CLL
HAVI,78,E,CN,SNGI,PE,CLLO,2023-10-20,2023-11-14,SHA|CN,CLL|PE,SHA,CLL
HAVI,72,E,CN,NNGO,PE,CLLO,2022-08-24,2022-09-20,NGB|CN,CLL|PE,NGB,CLL
HAVI,72,E,HK,HGKG,CN,NNGO,2022-08-19,2022-08-24,HKG|HK,NGB|CN,HKG,NGB
HAVI,79,E,HK,HGKG,PE,CLLO,2023-12-22,2024-01-23,HKG|HK,CLL|PE,HKG,CLL
HAVI,79,E,IN,NASA,TW,KLUG,2023-11-19,2023-12-18,NSA|IN,KEL|TW,NSA,KEL
HAVI,79,E,TW,KLUG,HK,HGKG,2023-12-19,2023-12-22,KEL|TW,HKG|HK,KEL,HKG
HAVI,81,E,HK,HGKG,PE,CLLO,2024-05-09,2024-06-11,HKG|HK,CLL|PE,HKG,CLL
HAVI,72,E,HK,HGKG,PE,CLLO,2022-08-19,2022-09-20,HKG|HK,CLL|PE,HKG,CLL
HAVI,74,E,HK,HGKG,PE,CLLO,2023-01-06,2023-02-07,HKG|HK,CLL|PE,HKG,CLL
HAVI,80,E,HK,HGKG,PE,CLLO,2024-01-06,2024-02-06,HKG|HK,CLL|PE,HKG,CLL
HAVI,73,W,CN,SNGI,MX,MANO1,2022-11-04,2022-11-20,SHA|CN,ZLO|MX,SHA,ZLO
HAVI,73,W,MX,MANO1,PE,CLLO,2022-11-20,2022-11-28,ZLO|MX,CLL|PE,ZLO,CLL
HAVI,74,W,CL,VARO,PE,CLLO,2023-01-30,2023-02-07,VAP|CL,CLL|PE,VAP,CLL
HAVI,74,W,PE,CLLO,CL,VARO,2023-02-08,2023-02-14,CLL|PE,VAP|CL,CLL,VAP
HAVI,123,E,CN,SNGI,PE,CLLO,2022-11-02,2022-11-28,SHA|CN,CLL|PE,SHA,CLL
HAVI,73,E,CN,SNZN,PE,CLLO,2022-10-28,2022-11-29,SZX|CN,CLL|PE,SZX,CLL
HAVI,74,W,MX,MANO1,PE,CLLO,2023-01-30,2023-02-06,ZLO|MX,CLL|PE,ZLO,CLL
HAVI,75,E,CN,NNGO,MX,MANO1,2023-03-22,2023-04-08,NGB|CN,ZLO|MX,NGB,ZLO
HAVI,75,E,CN,QGDO,CN,NNGO,2023-03-18,2023-03-21,TAO|CN,NGB|CN,TAO,NGB
HAVI,75,E,MX,MANO1,PE,CLLO,2023-04-10,2023-04-18,ZLO|MX,CLL|PE,ZLO,CLL
HAVI,75,W,KR,BSAN,PE,CLLO,2023-03-14,2023-04-18,PUS|KR,CLL|PE,PUS,CLL
HAVI,75,W,PE,CLLO,KR,BSAN,2023-04-19,2023-06-04,CLL|PE,PUS|KR,CLL,PUS
HAVI,76,W,KR,BSAN,PE,CLLO,2023-05-14,2023-06-28,PUS|KR,CLL|PE,PUS,CLL
HAVI,76,W,PE,CLLO,KR,BSAN,2023-06-28,2023-08-11,CLL|PE,PUS|KR,CLL,PUS
HAVI,76,W,KR,BSAN,PE,CLLO,2023-04-24,2023-06-28,PUS|KR,CLL|PE,PUS,CLL
HAVI,76,W,PE,CLLO,KR,BSAN,2023-06-29,2023-07-22,CLL|PE,PUS|KR,CLL,PUS
HAVI,77,E,CN,NNGO,MX,MANO1,2023-08-09,2023-08-27,NGB|CN,ZLO|MX,NGB,ZLO
HAVI,77,E,HK,HGKG,CN,NNGO,2023-08-04,2023-08-08,HKG|HK,NGB|CN,HKG,NGB
HAVI,77,E,IN,NASA,HK,HGKG,2023-07-12,2023-08-03,NSA|IN,HKG|HK,NSA,HKG
HAVI,77,E,MX,MANO1,PE,CLLO,2023-08-28,2023-09-05,ZLO|MX,CLL|PE,ZLO,CLL
HAVI,71,W,KR,BSAN,PE,CLLO,2022-05-02,2022-06-04,PUS|KR,CLL|PE,PUS,CLL
HAVI,71,W,PE,CLLO,CL,VARO,2022-07-12,2022-07-20,CLL|PE,VAP|CL,CLL,VAP
HAVI,72,W,CL,VARO,KR,BSAN,2022-09-29,2022-11-04,VAP|CL,PUS|KR,VAP,PUS
HAVI,72,W,CN,SNGI,CN,QGDO,2022-08-25,2022-09-05,SHA|CN,TAO|CN,SHA,TAO
HAVI,72,W,CN,QGDO,PE,CLLO,2022-09-05,2022-09-20,TAO|CN,CLL|PE,TAO,CLL
HAVI,72,W,PE,CLLO,CL,VARO,2022-09-21,2022-09-28,CLL|PE,VAP|CL,CLL,VAP
HAVI,73,W,CN,SNGI,CN,QGDO,2022-11-04,2022-11-23,SHA|CN,TAO|CN,SHA,TAO
HAVI,73,W,CN,QGDO,PE,CLLO,2022-11-23,2022-11-29,TAO|CN,CLL|PE,TAO,CLL
HAVI,73,W,PE,CLLO,CL,VARO,2022-11-30,2022-12-07,CLL|PE,VAP|CL,CLL,VAP
HEUSS,1313,S,ES,VENA2,PE,CLLO,2022-08-26,2022-09-13,VLC|ES,CLL|PE,VLC,CLL
HEUSS,1323,SB,ES,BELA,ES,VENA2,2023-01-19,2023-01-19,BCN|ES,VLC|ES,BCN,VLC
HEUSS,1323,SB,ES,VENA2,PE,CLLO,2023-01-19,2023-02-07,VLC|ES,CLL|PE,VLC,CLL
HEUSS,1323,SB,IT,VLIE,ES,BELA,2023-01-17,2023-01-19,VDL|IT,BCN|ES,VDL,BCN
HEUSS,1404,NB,ES,BELA,PE,CLLO,2023-01-25,2023-03-01,BCN|ES,CLL|PE,BCN,CLL
HEUSS,1404,NB,PE,CLLO,ES,BELA,2023-03-04,2023-03-28,CLL|PE,BCN|ES,CLL,BCN
HEUSS,1318,SB,ES,BELA,ES,VENA2,2022-11-05,2022-11-06,BCN|ES,VLC|ES,BCN,VLC
HEUSS,1318,SB,ES,VENA2,PE,CLLO,2022-11-06,2022-11-26,VLC|ES,CLL|PE,VLC,CLL
HEUSS,1318,SB,IT,VLIE,ES,BELA,2022-10-26,2022-10-27,VDL|IT,BCN|ES,VDL,BCN
HEUSS,1323,NB,ES,BELA,PE,CLLO,2022-11-21,2022-12-12,BCN|ES,CLL|PE,BCN,CLL
HEUSS,1323,NB,PE,CLLO,ES,BELA,2022-12-13,2023-01-18,CLL|PE,BCN|ES,CLL,BCN
HMUN,1,E,CN,JNGN1,TW,KHIG,2023-06-23,2023-06-24,JMN|CN,KHH|TW,JMN,KHH
HMUN,1,E,TW,KHIG,PE,CLLO,2023-06-25,2023-08-04,KHH|TW,CLL|PE,KHH,CLL
HMUN,10,E,TW,KHIG,PE,CLLO,2023-09-01,2023-10-13,KHH|TW,CLL|PE,KHH,CLL
HNAUS,1406,N,CR,SJOE,PE,CLLO,2023-09-10,2023-09-22,SJO|CR,CLL|PE,SJO,CLL
HNAUS,1406,N,PE,CLLO,CR,SJOE,2023-09-23,2023-10-05,CLL|PE,SJO|CR,CLL,SJO
HSBAFF,3,E,TW,KHIG,PE,CLLO,2023-05-22,2023-07-01,KHH|TW,CLL|PE,KHH,CLL
HSBAFF,5,E,TW,KHIG,PE,CLLO,2023-11-01,2023-12-08,KHH|TW,CLL|PE,KHH,CLL
HSBAFF,1,E,CN,NNGO,CN,SNGI,2022-12-30,2023-01-06,NGB|CN,SHA|CN,NGB,SHA
HSBAFF,1,E,CN,SNGI,PE,CLLO,2023-01-09,2023-02-04,SHA|CN,CLL|PE,SHA,CLL
HSBAFF,1,WB,GT,PQUL,PE,CLLO,2023-02-02,2023-02-14,PRQ|GT,CLL|PE,PRQ,CLL
HSBAFF,1,WB,PE,CLLO,GT,PQUL,2023-02-16,2023-02-27,CLL|PE,PRQ|GT,CLL,PRQ
HSBAFF,2,E,CN,SNGI,PE,CLLO,2023-03-20,2023-04-14,SHA|CN,CLL|PE,SHA,CLL
HSBAFF,2,E,HK,HGKG,CN,SNGI,2023-03-16,2023-03-18,HKG|HK,SHA|CN,HKG,SHA
HSBAFF,2,W,CL,SNTO,PE,CLLO,2023-04-21,2023-04-25,SAI|CL,CLL|PE,SAI,CLL
HSBAFF,3,E,MX,MANO1,PE,CLLO,2023-06-14,2023-06-23,ZLO|MX,CLL|PE,ZLO,CLL
HSBAFF,3,W,KR,BSAN,PE,CLLO,2023-05-29,2023-07-13,PUS|KR,CLL|PE,PUS,CLL
HSBAFF,3,W,PE,CLLO,KR,BSAN,2023-07-14,2023-08-27,CLL|PE,PUS|KR,CLL,PUS
HSBAFF,6,W,KR,BSAN,PE,CLLO,2024-01-20,2024-02-27,PUS|KR,CLL|PE,PUS,CLL
HSBAFF,6,W,PE,CLLO,KR,BSAN,2024-02-28,2024-04-06,CLL|PE,PUS|KR,CLL,PUS
HTAIPE,76,E,CN,SNGI,PE,CLLO,2023-04-08,2023-05-01,SHA|CN,CLL|PE,SHA,CLL
HTAIPE,77,E,CN,SNGI,PE,CLLO,2023-06-16,2023-07-11,SHA|CN,CLL|PE,SHA,CLL
HTAIPE,67,E,CN,NNGO,PE,CLLO,2023-04-04,2023-05-02,NGB|CN,CLL|PE,NGB,CLL
HTAIPE,80,E,HK,HGKG,PE,CLLO,2024-01-06,2024-02-07,HKG|HK,CLL|PE,HKG,CLL
HTAIPE,67,W,KR,BSAN,PE,CLLO,2023-04-01,2023-05-02,PUS|KR,CLL|PE,PUS,CLL
HTAIPE,67,W,PE,CLLO,KR,BSAN,2023-05-03,2023-06-18,CLL|PE,PUS|KR,CLL,PUS
HTAIPE,67,W,KR,BSAN,PE,CLLO,2023-03-27,2023-05-02,PUS|KR,CLL|PE,PUS,CLL
HTAIPE,67,W,PE,CLLO,KR,BSAN,2023-05-03,2023-06-07,CLL|PE,PUS|KR,CLL,PUS
HTAIPE,68,E,CN,SNGI,PE,CLLO,2023-06-15,2023-07-11,SHA|CN,CLL|PE,SHA,CLL
HTAIPE,68,W,KR,BSAN,PE,CLLO,2023-05-28,2023-07-11,PUS|KR,CLL|PE,PUS,CLL
HTAIPE,68,W,PE,CLLO,KR,BSAN,2023-07-12,2023-08-25,CLL|PE,PUS|KR,CLL,PUS
HTAIPE,69,E,CN,NNGO,PE,CLLO,2023-08-23,2023-09-20,NGB|CN,CLL|PE,NGB,CLL
HYUVA,203,EB,CN,NNGO,PE,CLLO,2022-09-14,2022-10-11,NGB|CN,CLL|PE,NGB,CLL
HYUVA,202,E,CN,QGDO,PE,CLLO,2022-07-04,2022-08-02,TAO|CN,CLL|PE,TAO,CLL
HYUVA,203,E,HK,HGKG,PE,CLLO,2022-09-09,2022-10-11,HKG|HK,CLL|PE,HKG,CLL
HYUVA,204,E,CN,NNGO,CN,SNGI,2022-11-22,2022-11-24,NGB|CN,SHA|CN,NGB,SHA
HYUVA,204,E,CN,SNGI,KR,BSAN,2022-11-24,2022-11-26,SHA|CN,PUS|KR,SHA,PUS
HYUVA,204,E,HK,HGKG,CN,NNGO,2022-11-18,2022-11-22,HKG|HK,NGB|CN,HKG,NGB
HYUVA,204,E,KR,BSAN,PE,CLLO,2022-11-26,2022-12-20,PUS|KR,CLL|PE,PUS,CLL
HYUVA,204,W,MX,MANO1,PE,CLLO,2022-12-12,2022-12-19,ZLO|MX,CLL|PE,ZLO,CLL
HYUVA,202,W,PE,CLLO,CL,VARO,2022-08-03,2022-08-09,CLL|PE,VAP|CL,CLL,VAP
HYUVA,202,W,CN,QGDO,PE,CLLO,2022-07-02,2022-08-02,TAO|CN,CLL|PE,TAO,CLL
HYUVA,202,W,PE,CLLO,HK,HGKG,2022-08-03,2022-09-08,CLL|PE,HKG|HK,CLL,HKG
HYUVA,203,W,CL,VARO,KR,BSAN,2022-10-19,2022-11-25,VAP|CL,PUS|KR,VAP,PUS
HYUVA,203,W,CN,QGDO,PE,CLLO,2022-09-26,2022-10-11,TAO|CN,CLL|PE,TAO,CLL
HYUVA,203,W,PE,CLLO,CL,VARO,2022-10-12,2022-10-18,CLL|PE,VAP|CL,CLL,VAP
HYUVA,204,W,CL,VARO,KR,BSAN,2022-12-29,2023-02-04,VAP|CL,PUS|KR,VAP,PUS
HYUVA,204,W,CN,QGDO,PE,CLLO,2022-11-21,2022-12-20,TAO|CN,CLL|PE,TAO,CLL
HYUVA,204,W,PE,CLLO,CL,VARO,2022-12-21,2022-12-28,CLL|PE,VAP|CL,CLL,VAP
HYUVA,203,E,CN,SNGI,PE,CLLO,2022-09-15,2022-10-11,SHA|CN,CLL|PE,SHA,CLL
ITAUNI,96,E,TW,KHIG,PE,CLLO,2023-10-02,2023-11-10,KHH|TW,CLL|PE,KHH,CLL
ITAUNI,95,E,MX,MANO1,PE,CLLO,2023-08-09,2023-08-18,ZLO|MX,CLL|PE,ZLO,CLL
ITAUNI,95,E,TW,KHIG,MX,MANO1,2023-07-17,2023-08-08,KHH|TW,ZLO|MX,KHH,ZLO
ITLB,55,E,CN,NNGO,PE,CLLO,2022-10-01,2022-10-28,NGB|CN,CLL|PE,NGB,CLL
ITLB,55,E,CN,SNGI,PE,CLLO,2022-10-02,2022-10-28,SHA|CN,CLL|PE,SHA,CLL
ITLB,54,W,GT,PQUL,MX,MANO1,2022-09-15,2022-09-23,PRQ|GT,ZLO|MX,PRQ,ZLO
ITLB,54,W,MX,MANO1,PE,CLLO,2022-08-15,2022-08-30,ZLO|MX,CLL|PE,ZLO,CLL
ITLB,54,W,PE,CLLO,GT,PQUL,2022-08-31,2022-09-15,CLL|PE,PRQ|GT,CLL,PRQ
ITLI,46,E,CN,QGDO,PE,CLLO,2022-07-25,2022-08-26,TAO|CN,CLL|PE,TAO,CLL
ITLI,47,E,CN,SNGI,PE,CLLO,2022-10-17,2022-11-11,SHA|CN,CLL|PE,SHA,CLL
ITLI,47,E,TW,KHIG,CN,SNGI,2022-10-10,2022-10-17,KHH|TW,SHA|CN,KHH,SHA
ITLI,47,EB,CL,VARO,PE,CLLO,2022-11-09,2022-11-10,VAP|CL,CLL|PE,VAP,CLL
ITLI,47,EB,PE,CLLO,CL,VARO,2022-11-12,2022-11-17,CLL|PE,VAP|CL,CLL,VAP
JING,4,E,TW,KHIG,PE,CLLO,2024-02-03,2024-03-26,KHH|TW,CLL|PE,KHH,CLL
JING,4,W,KR,BSAN,PE,CLLO,2024-02-17,2024-03-26,PUS|KR,CLL|PE,PUS,CLL
JING,4,W,PE,CLLO,KR,BSAN,2024-03-27,2024-05-04,CLL|PE,PUS|KR,CLL,PUS
JULI,517,A,PT,LXOS,PE,CLLO,2024-04-08,2024-05-24,LEI|PT,CLL|PE,LEI,CLL
KOKIS,69,W,KR,BSAN,PE,CLLO,2023-12-26,2024-02-02,PUS|KR,CLL|PE,PUS,CLL
KOKIS,69,W,PE,CLLO,KR,BSAN,2024-02-03,2024-03-12,CLL|PE,PUS|KR,CLL,PUS
KOLA,3,EB,TW,KHIG,PE,CLLO,2023-01-09,2023-02-10,KHH|TW,CLL|PE,KHH,CLL
KOLA,1,E,CN,SNGI,PE,CLLO,2022-08-28,2022-09-23,SHA|CN,CLL|PE,SHA,CLL
KOLA,2,E,CN,NNGO,PE,CLLO,2022-11-03,2022-12-07,NGB|CN,CLL|PE,NGB,CLL
KOLA,2,E,TW,KHIG,CN,NNGO,2022-11-01,2022-11-03,KHH|TW,NGB|CN,KHH,NGB
KOLA,2,W,CN,SNGI,PE,CLLO,2022-11-09,2022-12-07,SHA|CN,CLL|PE,SHA,CLL
KOLA,4,E,CN,SNGI,PE,CLLO,2023-03-26,2023-04-24,SHA|CN,CLL|PE,SHA,CLL
KOLA,4,E,TW,KHIG,CN,SNGI,2023-03-19,2023-03-24,KHH|TW,SHA|CN,KHH,SHA
KOLA,5,E,CN,SNGI,PE,CLLO,2023-07-04,2023-07-07,SHA|CN,CLL|PE,SHA,CLL
KOLAM,57,E,CN,SNGI,PE,CLLO,2022-08-15,2022-09-09,SHA|CN,CLL|PE,SHA,CLL
KOLAM,57,E,TW,KHIG,CN,SNGI,2022-08-10,2022-08-15,KHH|TW,SHA|CN,KHH,SHA
KOLAM,58,E,TW,KLUG,PE,CLLO,2022-10-06,2022-11-18,KEL|TW,CLL|PE,KEL,CLL
KOLAM,59,E,CN,SNGI,PE,CLLO,2023-01-02,2023-01-27,SHA|CN,CLL|PE,SHA,CLL
KOLAM,59,E,TW,KHIG,CN,SNGI,2022-12-25,2023-01-02,KHH|TW,SHA|CN,KHH,SHA
KOLAM,58,E,CN,SNZN,HK,HGKG,2022-10-19,2022-10-20,SZX|CN,HKG|HK,SZX,HKG
KOLAM,58,E,HK,HGKG,PE,CLLO,2022-10-20,2022-11-18,HKG|HK,CLL|PE,HKG,CLL
KOLAM,58,E,TW,KHIG,CN,SNZN,2022-10-16,2022-10-19,KHH|TW,SZX|CN,KHH,SZX
KOLAM,59,W,CR,SJOE,PE,CLLO,2023-01-20,2023-01-28,SJO|CR,CLL|PE,SJO,CLL
KOLAM,59,W,PE,CLLO,CR,SJOE,2023-01-29,2023-02-20,CLL|PE,SJO|CR,CLL,SJO
KOLAY,37,E,TW,KHIG,PE,CLLO,2023-05-08,2023-06-16,KHH|TW,CLL|PE,KHH,CLL
KOLAY,38,E,CN,SNGI,PE,CLLO,2023-07-27,2023-08-26,SHA|CN,CLL|PE,SHA,CLL
KOLE,1,E,TW,KHIG,PE,CLLO,2023-09-25,2023-11-03,KHH|TW,CLL|PE,KHH,CLL
KOTLEG,2,W,KR,BSAN,PE,CLLO,2024-01-09,2024-02-16,PUS|KR,CLL|PE,PUS,CLL
KOTLEG,2,W,PE,CLLO,KR,BSAN,2024-02-17,2024-03-26,CLL|PE,PUS|KR,CLL,PUS
KOTLOC,3,E,CN,NNGO,PE,CLLO,2022-10-15,2022-11-11,NGB|CN,CLL|PE,NGB,CLL
KOTLOC,3,E,CN,SNZN,CN,NNGO,2022-10-12,2022-10-15,SZX|CN,NGB|CN,SZX,NGB
KOTLOC,3,E,HK,HGKG,CN,SNZN,2022-10-12,2022-10-12,HKG|HK,SZX|CN,HKG,SZX
LEETO,587,S,US,NWAK,PE,CLLO,2024-04-12,2024-04-27,EWR|US,CLL|PE,EWR,CLL
LEETO,588,N,CO,BVEA,PE,CLLO,2024-05-02,2024-05-08,BUN|CO,CLL|PE,BUN,CLL
LEETO,588,N,PE,CLLO,CO,BVEA,2024-05-11,2024-05-16,CLL|PE,BUN|CO,CLL,BUN
LEETO,588,N,CO,BVEA,PE,CLLO,2024-05-04,2024-05-08,BUN|CO,CLL|PE,BUN,CLL
LIESS,3126,N,CL,VARO,PE,CLLO,2022-07-27,2022-07-30,VAP|CL,CLL|PE,VAP,CLL
LIESS,3126,S,PA,MANO,PE,CLLO,2022-07-17,2022-07-21,MIT|PA,CLL|PE,MIT,CLL
LIESS,3134,S,BE,AWEP,PE,CLLO,2022-08-26,2022-09-15,ANR|BE,CLL|PE,ANR,CLL
LIESS,4114,S,BE,AWEP,PE,CLLO,2023-04-10,2023-04-28,ANR|BE,CLL|PE,ANR,CLL
LIESS,4122,N,AR,BSAS,PE,CLLO,2023-06-29,2023-07-02,BUE|AR,CLL|PE,BUE,CLL
LIESS,414,N,DE,HBUG,GT,GALY,2023-06-06,2023-06-13,HAM|DE,GUA|GT,HAM,GUA
LIESS,414,N,PA,MANO,PE,CLLO,2023-04-28,2023-05-06,MIT|PA,CLL|PE,MIT,CLL
LIESS,414,N,PA,CLON1,DE,HBUG,2023-05-22,2023-06-06,ONX|PA,HAM|DE,ONX,HAM
LIESS,414,N,PE,CLLO,PA,CLON1,2023-05-07,2023-05-21,CLL|PE,ONX|PA,CLL,ONX
LIESS,414,S,CL,VARO,PE,CLLO,2023-04-17,2023-04-26,VAP|CL,CLL|PE,VAP,CLL
LIESS,414,S,PE,CLLO,CL,VARO,2023-04-28,2023-05-01,CLL|PE,VAP|CL,CLL,VAP
LIESS,4146,S,DE,HBUG,PA,MANO,2023-11-13,2023-12-03,HAM|DE,MIT|PA,HAM,MIT
LIESS,4146,S,PA,MANO,PE,CLLO,2023-12-03,2023-12-07,MIT|PA,CLL|PE,MIT,CLL
LIESS,502,N,CL,VARO,PE,CLLO,2024-02-07,2024-02-10,VAP|CL,CLL|PE,VAP,CLL
LIESS,5118,N,CL,VARO,PE,CLLO,2024-05-28,2024-06-01,VAP|CL,CLL|PE,VAP,CLL
